zone, mesure, 00-27-E3-07-B3-51, 00-27-E3-07-B3-52, 00-27-E3-07-B3-53, 00-27-E3-07-B3-54, 00-27-E3-07-B3-55, 00-27-E3-07-B3-56, 00-27-E3-07-B3-57, 00-27-E3-07-B3-58, 00-27-E3-07-B3-59, 00-27-E3-07-B3-5A, 00-27-E3-07-B3-5B, 00-27-E3-07-B3-5C, 00-27-E3-07-B3-5D, 00-27-E3-07-B3-5E, 00-27-E3-07-B4-B5, 00-27-E3-07-B4-B9, 00-27-E3-27-84-A1, 00-27-E3-27-84-A2, 00-27-E3-27-84-A3, 00-27-E3-27-84-A4, 00-27-E3-27-84-A5, 00-27-E3-27-84-A6, 00-27-E3-27-84-A7, 00-27-E3-27-84-A9, 00-27-E3-27-84-AC, 00-27-E3-27-84-AD, 00-A3-8E-C5-76-C1, 00-A3-8E-C5-76-C2, 00-A3-8E-C5-76-C3, 00-A3-8E-C5-76-C4, 00-A3-8E-C5-76-C5, 00-A3-8E-C5-76-C6, 00-A3-8E-C5-76-C7, 00-A3-8E-C5-76-C8, 00-A3-8E-C5-76-C9, 00-A3-8E-C5-76-CA, 00-A3-8E-C5-76-CB, 00-A3-8E-C5-76-CC, 00-A3-8E-C5-76-CD, 00-A3-8E-C5-76-CE, 00-A3-8E-C7-A4-F1, 00-A3-8E-C7-A4-F2, 00-A3-8E-C7-A4-F3, 00-A3-8E-C7-A4-F4, 00-A3-8E-C7-A4-F5, 00-A3-8E-C7-A4-F6, 00-A3-8E-C7-A4-F7, 00-A3-8E-C7-A4-F8, 00-A3-8E-C7-A4-F9, 00-A3-8E-C7-A4-FA, 00-A3-8E-C7-A4-FB, 00-A3-8E-C7-A4-FC, 00-A3-8E-C7-A4-FD, 00-A3-8E-C7-A4-FE, 00-A3-8E-E2-3C-11, 00-A3-8E-E2-3C-12, 00-A3-8E-E2-3C-13, 00-A3-8E-E2-3C-14, 00-A3-8E-E2-3C-15, 00-A3-8E-E2-3C-16, 00-A3-8E-E2-3C-17, 00-A3-8E-E2-3C-18, 00-A3-8E-E2-3C-19, 00-A3-8E-E2-3C-1A, 00-A3-8E-E2-3C-1B, 00-A3-8E-E2-3C-1C, 00-A3-8E-E2-3C-1D, 00-A3-8E-E2-3C-1E, 12-E0-AA-22-15-81, 22-A6-18-A2-97-63, 42-49-0F-4C-8D-63, 5C-5A-C7-29-C5-41, 5C-5A-C7-29-C5-42, 5C-5A-C7-29-C5-43, 5C-5A-C7-29-C5-44, 5C-5A-C7-29-C5-45, 5C-5A-C7-29-C5-46, 5C-5A-C7-29-C5-47, 5C-5A-C7-29-C5-4C, 5C-5A-C7-29-C5-4D, 5C-5A-C7-29-C6-01, 5C-5A-C7-29-C6-02, 5C-5A-C7-29-C6-03, 5C-5A-C7-29-C6-04, 5C-5A-C7-29-C6-05, 5C-5A-C7-29-C6-06, 5C-5A-C7-29-C6-07, 5C-5A-C7-29-C6-0C, 5C-5A-C7-29-C8-C1, 5C-5A-C7-29-C8-C4, 5C-5A-C7-29-C8-C5, 5C-5A-C7-29-C8-CC, 5C-5A-C7-3E-E8-81, 5C-5A-C7-3E-E8-83, 5C-5A-C7-3E-E8-84, 5C-5A-C7-3E-E8-85, 5C-5A-C7-3E-E8-86, 5C-5A-C7-3E-E8-87, 5C-5A-C7-3E-E8-8C, 5C-5A-C7-3E-E8-8D, 5C-5A-C7-44-B2-21, 5C-5A-C7-44-B2-22, 5C-5A-C7-44-B2-23, 5C-5A-C7-44-B2-24, 5C-5A-C7-44-B2-25, 5C-5A-C7-44-B2-26, 5C-5A-C7-44-B2-2C, 5C-5A-C7-44-B2-2D, 5C-5A-C7-5D-E2-A1, 5C-5A-C7-5D-E2-A3, 5C-5A-C7-5D-E2-A4, 5C-5A-C7-5D-E2-A5, 5C-5A-C7-5D-E2-A6, 5C-5A-C7-5D-E2-A7, 5C-5A-C7-5D-E2-AC, 5C-5A-C7-5D-E2-AD, 70-DB-98-EE-25-31, 70-DB-98-EE-25-32, 70-DB-98-EE-25-33, 70-DB-98-EE-25-34, 70-DB-98-EE-25-35, 70-DB-98-EE-25-36, 70-DB-98-EE-25-37, 70-DB-98-EE-25-3C, 70-DB-98-EE-25-3D, 70-DB-98-EE-38-B1, 70-DB-98-EE-38-B2, 70-DB-98-EE-38-B3, 70-DB-98-EE-38-B4, 70-DB-98-EE-38-B5, 70-DB-98-EE-38-B6, 70-DB-98-EE-38-B7, 70-DB-98-EE-38-B8, 70-DB-98-EE-38-B9, 70-DB-98-EE-38-BA, 70-DB-98-EE-38-BB, 70-DB-98-EE-38-BC, 70-DB-98-EE-38-BD, 70-DB-98-EE-38-BE, 88-11-96-E6-FD-FF, 8E-27-C4-2F-73-DC, BE-18-D6-0B-D1-4B, C0-25-5C-A2-BC-11, C0-25-5C-A2-BC-12, C0-25-5C-A2-BC-13, C0-25-5C-A2-BC-14, C0-25-5C-A2-BC-15, C0-25-5C-A2-BC-17, C0-25-5C-A2-BC-1C, C0-25-5C-A2-BC-1D, C6-DE-11-E1-11-12, C8-EA-F8-2A-41-C7, E4-34-93-5A-15-BE, E4-AA-5D-3E-C4-42, E4-AA-5D-3E-C4-43, E4-AA-5D-3E-C4-44, E4-AA-5D-3E-C4-45, E4-AA-5D-3E-C4-47, E4-AA-5D-3E-C4-48, E4-AA-5D-3E-C4-49, E4-AA-5D-3E-C4-4A, E4-AA-5D-3E-C4-4B, E4-AA-5D-3E-C4-4C, E4-AA-5D-3E-C4-4D, E4-AA-5D-3E-C4-4E, E4-AA-5D-FD-25-D1, E4-AA-5D-FD-25-D3, E4-AA-5D-FD-25-D4, E4-AA-5D-FD-25-D5, E4-AA-5D-FD-25-DC, E4-AA-5D-FD-25-DD, E4-AA-EA-74-C2-C3, EA-5B-8A-89-1C-52, F0-99-19-63-CA-E9, F4-BF-80-87-14-3F, F8-6B-D9-01-56-8A, F8-6B-D9-01-56-8E, F8-6B-D9-65-EB-41, F8-6B-D9-65-EB-43, F8-6B-D9-65-EB-44, F8-6B-D9-65-EB-45, F8-6B-D9-65-EB-47, F8-6B-D9-65-EB-4C, F8-6B-D9-65-EB-4D, FE-F1-E6-B2-C6-85
   0,     29,               -79,               -80,               -78,               -77,               -77,               -79,               -78,               -79,               -79,               -77,               -79,               -78,               -76,               -80,               NaN,               NaN,               -83,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               -89,               -89,               NaN,               NaN,               NaN,               -86,               -91,               -88,               -89,               -91,               -89,               -88,               -89,               -78,               -77,               -79,               -78,               -78,               -78,               -78,               -78,               -78,               -78,               -77,               -78,               -78,               -77,               -80,               -85,               -85,               -84,               -82,               -82,               -81,               -86,               -85,               -85,               -86,               -81,               -84,               -83,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               -87,               -87,               NaN,               NaN,               NaN,               -82,               -84,               -83,               -83,               -83,               -83,               -83,               -83,               -85,               -86,               -86,               -87,               -86,               -86,               -87,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               -85,               -79,               -87,               -78,               -79,               -85,               -87,               -86,               -85,               -87,               -84,               -85,               -87,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               -90,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   0,     30,               -77,               -77,               -81,               -80,               -80,               -79,               -78,               -79,               -79,               -78,               -77,               -78,               -77,               -76,               NaN,               NaN,               -83,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               -89,               -89,               -85,               -85,               NaN,               -86,               -91,               -88,               -89,               -91,               -89,               -88,               -89,               -78,               -76,               -79,               -73,               -73,               -78,               -78,               -76,               -78,               -75,               -75,               -78,               -76,               -75,               -82,               -82,               -81,               -81,               -81,               -82,               -81,               -82,               -84,               -83,               -82,               -81,               -83,               -83,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               -87,               -87,               NaN,               NaN,               NaN,               -82,               -84,               -83,               -83,               -83,               -83,               -83,               -83,               -85,               -86,               -86,               -87,               -86,               -86,               -87,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               -85,               -79,               -89,               -78,               -79,               -85,               -87,               -90,               -90,               -87,               -84,               -85,               -87,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               -90,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   0,     31,               -86,               -79,               -86,               -84,               -86,               -79,               -86,               -79,               -79,               -79,               -79,               -84,               -77,               -80,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               -88,               -89,               -85,               -85,               NaN,               -86,               -91,               -88,               -89,               -91,               -89,               -88,               -89,               -77,               -78,               -77,               -76,               -79,               -78,               -78,               -76,               -78,               -78,               -77,               -78,               -76,               -78,               -77,               -82,               -78,               -77,               -78,               -79,               -81,               -82,               -84,               -83,               -82,               -78,               -83,               -83,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               -87,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               -83,               NaN,               NaN,               -83,               NaN,               NaN,               -85,               -86,               -86,               -87,               -86,               -86,               -87,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               -85,               -79,               -89,               -78,               -79,               -85,               -87,               -90,               -90,               -87,               -84,               -85,               -87,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               -90,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   0,     32,               -77,               -79,               -78,               -82,               -79,               -79,               -86,               -79,               -79,               -79,               -78,               -77,               -77,               -79,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               -88,               -89,               -85,               -85,               NaN,               -86,               -91,               -88,               -89,               -91,               -89,               -88,               -89,               -77,               -80,               -77,               -76,               -79,               -78,               -78,               -76,               -78,               -81,               -80,               -78,               -76,               -81,               -80,               -87,               -81,               -81,               -80,               -81,               -81,               -82,               -84,               -83,               -82,               -81,               -83,               -83,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               -87,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               -83,               NaN,               NaN,               -83,               NaN,               NaN,               -85,               -86,               -86,               -87,               -86,               -86,               -87,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               -85,               -79,               -89,               -78,               -79,               -85,               -87,               -90,               -90,               -87,               -84,               -85,               -87,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               -90,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   0,     33,               -78,               -80,               -79,               -77,               -77,               -78,               -78,               -80,               -79,               -81,               -81,               -78,               -77,               -81,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               -88,               -89,               -85,               -85,               NaN,               -86,               -91,               -88,               -89,               -91,               -89,               -88,               -89,               -77,               -76,               -77,               -76,               -79,               -78,               -78,               -77,               -76,               -76,               -77,               -78,               -76,               -77,               -80,               -86,               -81,               -80,               -80,               -81,               -81,               -86,               -86,               -85,               -87,               -81,               -87,               -84,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               -87,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -86,               -86,               -87,               -86,               -86,               -87,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               -85,               -79,               -89,               -78,               -79,               -85,               -87,               -90,               -90,               -87,               -84,               -90,               -87,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               -90,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   0,     34,               -78,               -80,               -79,               -83,               -81,               -78,               -78,               -80,               -79,               -81,               -81,               -78,               -77,               -81,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -88,               -89,               -85,               -84,               NaN,               -84,               -91,               -88,               -89,               -91,               -89,               -86,               -89,               -83,               -77,               -84,               -82,               -85,               -78,               -78,               -77,               -77,               -77,               -77,               -85,               -77,               -76,               -80,               -86,               -81,               -80,               -80,               -81,               -81,               -86,               -86,               -87,               -87,               -80,               -87,               -84,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               -87,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -86,               -86,               -87,               -86,               -86,               -87,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               -85,               -79,               -89,               -78,               -79,               -85,               -87,               -90,               -90,               -87,               -84,               -90,               -87,               NaN,               -91,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               -90,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   0,     35,               -79,               -76,               -79,               -81,               -81,               -78,               -78,               -76,               -79,               -76,               -75,               -78,               -77,               -75,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -88,               -89,               -85,               -84,               NaN,               -84,               -89,               -89,               -89,               -91,               -90,               -86,               -89,               -75,               -79,               -74,               -77,               -74,               -76,               -78,               -79,               -79,               -80,               -79,               -76,               -79,               -80,               -76,               -83,               -76,               -76,               -75,               -75,               -81,               -83,               -83,               -83,               -83,               -77,               -84,               -83,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               -87,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -86,               -86,               -87,               -86,               -86,               -87,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               -85,               -79,               -89,               -78,               -79,               -85,               -87,               -90,               -90,               -87,               -84,               -90,               -87,               NaN,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               -90,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               NaN,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   0,     36,               -79,               -69,               -79,               -81,               -81,               -78,               -78,               -76,               -79,               -69,               -69,               -78,               -69,               -69,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -88,               -89,               -85,               -84,               NaN,               -84,               -89,               -89,               -89,               -91,               -90,               -86,               -89,               -72,               -78,               -72,               -73,               -73,               -76,               -72,               -79,               -79,               -79,               -79,               -72,               -79,               -80,               -76,               -80,               -82,               -85,               -85,               -75,               -81,               -81,               -83,               -80,               -80,               -84,               -81,               -80,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               -87,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -86,               -86,               -87,               -86,               -86,               -87,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -83,               -85,               -84,               -89,               -85,               -79,               -85,               -87,               -90,               -88,               -87,               -83,               -90,               -88,               NaN,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               -90,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   0,     37,               -79,               -74,               -79,               -80,               -81,               -78,               -78,               -76,               -79,               -74,               -74,               -78,               -69,               -73,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -88,               -88,               -85,               -84,               NaN,               -84,               -89,               -88,               -89,               -89,               -88,               -86,               -88,               -76,               -77,               -76,               -77,               -75,               -76,               -72,               -78,               -78,               -77,               -77,               -77,               -78,               -77,               -76,               -84,               -77,               -78,               -77,               -78,               -77,               -83,               -84,               -83,               -83,               -77,               -83,               -83,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               -87,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -86,               -86,               -87,               -86,               -86,               -87,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -88,               -85,               -84,               -89,               -87,               -79,               -87,               -87,               -90,               -88,               -87,               -87,               -90,               -88,               NaN,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               -90,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   0,     38,               -75,               -67,               -76,               -75,               -75,               -78,               -78,               -76,               -67,               -67,               -66,               -75,               -69,               -67,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -88,               -88,               -85,               -84,               NaN,               -84,               -89,               -88,               -89,               -89,               -88,               -86,               -88,               -71,               -77,               -72,               -73,               -73,               -76,               -71,               -78,               -78,               -77,               -78,               -72,               -77,               -78,               -73,               -85,               -74,               -74,               -73,               -74,               -74,               -83,               -85,               -85,               -85,               -74,               -83,               -85,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               -87,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -86,               -86,               -87,               -86,               -86,               -87,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -80,               -83,               -80,               -81,               -79,               -79,               -80,               -83,               -84,               -83,               -87,               -79,               -84,               -83,               NaN,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               -90,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   0,     39,               -82,               -73,               -82,               -82,               -83,               -82,               -78,               -76,               -67,               -74,               -74,               -82,               -69,               -74,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -88,               -88,               -85,               -84,               NaN,               -84,               -89,               -88,               -89,               -89,               -88,               -86,               -88,               -73,               -78,               -74,               -72,               -73,               -76,               -74,               -78,               -77,               -78,               -77,               -73,               -77,               -78,               -73,               -85,               -87,               -84,               -86,               -85,               -85,               -83,               -85,               -84,               -84,               -86,               -83,               -83,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               -87,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -86,               -86,               -87,               -86,               -86,               -87,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -83,               -86,               -85,               -79,               -86,               -80,               -83,               -84,               -83,               -87,               -86,               -84,               -83,               NaN,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               -90,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
   0,     40,               -72,               -69,               -72,               -71,               -71,               -82,               -72,               -69,               -67,               -69,               -69,               -71,               -69,               -69,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -88,               -88,               -85,               -84,               NaN,               -84,               -89,               -88,               -89,               -89,               -88,               -86,               -88,               -78,               -80,               -78,               -76,               -77,               -76,               -77,               -80,               -80,               -80,               -82,               -77,               -81,               -80,               -73,               -78,               -74,               -73,               -72,               -85,               -75,               -79,               -79,               -80,               -79,               -73,               -79,               -79,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -87,               NaN,               NaN,               -87,               -87,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -85,               -86,               -86,               -87,               -86,               -86,               -87,               -88,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -81,               -83,               -82,               -81,               -81,               -86,               -81,               -83,               -84,               -83,               -87,               -81,               -84,               -83,               NaN,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               -86,               NaN,               NaN,               NaN,               -90,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               -90,               -89,               -89,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN,               NaN
