zone,mesure,00-27-E3-07-B3-51,00-27-E3-07-B3-52,00-27-E3-07-B3-53,00-27-E3-07-B3-54,00-27-E3-07-B3-55,00-27-E3-07-B3-56,00-27-E3-07-B3-57,00-27-E3-07-B3-58,00-27-E3-07-B3-59,00-27-E3-07-B3-5A,00-27-E3-07-B3-5B,00-27-E3-07-B3-5C,00-27-E3-07-B3-5D,00-27-E3-07-B3-5E,00-27-E3-07-B4-B5,00-27-E3-07-B4-B9,00-27-E3-27-84-A1,00-27-E3-27-84-A2,00-27-E3-27-84-A3,00-27-E3-27-84-A4,00-27-E3-27-84-A5,00-27-E3-27-84-A6,00-27-E3-27-84-A7,00-27-E3-27-84-A9,00-27-E3-27-84-AC,00-27-E3-27-84-AD,00-A3-8E-C5-76-C1,00-A3-8E-C5-76-C2,00-A3-8E-C5-76-C3,00-A3-8E-C5-76-C4,00-A3-8E-C5-76-C5,00-A3-8E-C5-76-C6,00-A3-8E-C5-76-C7,00-A3-8E-C5-76-C8,00-A3-8E-C5-76-C9,00-A3-8E-C5-76-CA,00-A3-8E-C5-76-CB,00-A3-8E-C5-76-CC,00-A3-8E-C5-76-CD,00-A3-8E-C5-76-CE,00-A3-8E-C7-A4-F1,00-A3-8E-C7-A4-F2,00-A3-8E-C7-A4-F3,00-A3-8E-C7-A4-F4,00-A3-8E-C7-A4-F5,00-A3-8E-C7-A4-F6,00-A3-8E-C7-A4-F7,00-A3-8E-C7-A4-F8,00-A3-8E-C7-A4-F9,00-A3-8E-C7-A4-FA,00-A3-8E-C7-A4-FB,00-A3-8E-C7-A4-FC,00-A3-8E-C7-A4-FD,00-A3-8E-C7-A4-FE,00-A3-8E-E2-3C-11,00-A3-8E-E2-3C-12,00-A3-8E-E2-3C-13,00-A3-8E-E2-3C-14,00-A3-8E-E2-3C-15,00-A3-8E-E2-3C-16,00-A3-8E-E2-3C-17,00-A3-8E-E2-3C-18,00-A3-8E-E2-3C-19,00-A3-8E-E2-3C-1A,00-A3-8E-E2-3C-1B,00-A3-8E-E2-3C-1C,00-A3-8E-E2-3C-1D,00-A3-8E-E2-3C-1E,12-E0-AA-22-15-81,22-A6-18-A2-97-63,42-49-0F-4C-8D-63,5C-5A-C7-29-C5-41,5C-5A-C7-29-C5-42,5C-5A-C7-29-C5-43,5C-5A-C7-29-C5-44,5C-5A-C7-29-C5-45,5C-5A-C7-29-C5-46,5C-5A-C7-29-C5-47,5C-5A-C7-29-C5-4C,5C-5A-C7-29-C5-4D,5C-5A-C7-29-C6-01,5C-5A-C7-29-C6-02,5C-5A-C7-29-C6-03,5C-5A-C7-29-C6-04,5C-5A-C7-29-C6-05,5C-5A-C7-29-C6-06,5C-5A-C7-29-C6-07,5C-5A-C7-29-C6-0C,5C-5A-C7-29-C8-C1,5C-5A-C7-29-C8-C4,5C-5A-C7-29-C8-C5,5C-5A-C7-29-C8-CC,5C-5A-C7-3E-E8-81,5C-5A-C7-3E-E8-83,5C-5A-C7-3E-E8-84,5C-5A-C7-3E-E8-85,5C-5A-C7-3E-E8-86,5C-5A-C7-3E-E8-87,5C-5A-C7-3E-E8-8C,5C-5A-C7-3E-E8-8D,5C-5A-C7-44-B2-21,5C-5A-C7-44-B2-22,5C-5A-C7-44-B2-23,5C-5A-C7-44-B2-24,5C-5A-C7-44-B2-25,5C-5A-C7-44-B2-26,5C-5A-C7-44-B2-2C,5C-5A-C7-44-B2-2D,5C-5A-C7-5D-E2-A1,5C-5A-C7-5D-E2-A3,5C-5A-C7-5D-E2-A4,5C-5A-C7-5D-E2-A5,5C-5A-C7-5D-E2-A6,5C-5A-C7-5D-E2-A7,5C-5A-C7-5D-E2-AC,5C-5A-C7-5D-E2-AD,70-DB-98-EE-25-31,70-DB-98-EE-25-32,70-DB-98-EE-25-33,70-DB-98-EE-25-34,70-DB-98-EE-25-35,70-DB-98-EE-25-36,70-DB-98-EE-25-37,70-DB-98-EE-25-3C,70-DB-98-EE-25-3D,70-DB-98-EE-38-B1,70-DB-98-EE-38-B2,70-DB-98-EE-38-B3,70-DB-98-EE-38-B4,70-DB-98-EE-38-B5,70-DB-98-EE-38-B6,70-DB-98-EE-38-B7,70-DB-98-EE-38-B8,70-DB-98-EE-38-B9,70-DB-98-EE-38-BA,70-DB-98-EE-38-BB,70-DB-98-EE-38-BC,70-DB-98-EE-38-BD,70-DB-98-EE-38-BE,88-11-96-E6-FD-FF,8E-27-C4-2F-73-DC,BE-18-D6-0B-D1-4B,C0-25-5C-A2-BC-11,C0-25-5C-A2-BC-12,C0-25-5C-A2-BC-13,C0-25-5C-A2-BC-14,C0-25-5C-A2-BC-15,C0-25-5C-A2-BC-17,C0-25-5C-A2-BC-1C,C0-25-5C-A2-BC-1D,C6-DE-11-E1-11-12,C8-EA-F8-2A-41-C7,E4-34-93-5A-15-BE,E4-AA-5D-3E-C4-42,E4-AA-5D-3E-C4-43,E4-AA-5D-3E-C4-44,E4-AA-5D-3E-C4-45,E4-AA-5D-3E-C4-47,E4-AA-5D-3E-C4-48,E4-AA-5D-3E-C4-49,E4-AA-5D-3E-C4-4A,E4-AA-5D-3E-C4-4B,E4-AA-5D-3E-C4-4C,E4-AA-5D-3E-C4-4D,E4-AA-5D-3E-C4-4E,E4-AA-5D-FD-25-D1,E4-AA-5D-FD-25-D3,E4-AA-5D-FD-25-D4,E4-AA-5D-FD-25-D5,E4-AA-5D-FD-25-DC,E4-AA-5D-FD-25-DD,E4-AA-EA-74-C2-C3,EA-5B-8A-89-1C-52,F0-99-19-63-CA-E9,F4-BF-80-87-14-3F,F8-6B-D9-01-56-8A,F8-6B-D9-01-56-8E,F8-6B-D9-65-EB-41,F8-6B-D9-65-EB-43,F8-6B-D9-65-EB-44,F8-6B-D9-65-EB-45,F8-6B-D9-65-EB-47,F8-6B-D9-65-EB-4C,F8-6B-D9-65-EB-4D,FE-F1-E6-B2-C6-85
1,72,0.2736842105263158,0.2631578947368421,0.2736842105263158,0.2736842105263158,0.29473684210526313,0.29473684210526313,0.2736842105263158,0.25263157894736843,0.23157894736842105,0.25263157894736843,0.2631578947368421,0.2736842105263158,0.2631578947368421,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.0,0.2631578947368421,0.30526315789473685,0.2631578947368421,0.25263157894736843,0.2631578947368421,0.25263157894736843,0.29473684210526313,0.29473684210526313,0.30526315789473685,0.29473684210526313,0.29473684210526313,0.2631578947368421,0.29473684210526313,0.30526315789473685,0.25263157894736843,0.21052631578947367,0.25263157894736843,0.2631578947368421,0.25263157894736843,0.25263157894736843,0.23157894736842105,0.2,0.2,0.21052631578947367,0.2,0.24210526315789474,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.07368421052631578,0.08421052631578947,0.10526315789473684,0.08421052631578947,0.14736842105263157,0.08421052631578947,0.09473684210526316,0.07368421052631578,0.07368421052631578,0.09473684210526316,0.10526315789473684,0.08421052631578947,0.10526315789473684,0.0,0.0,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07368421052631578,0.08421052631578947,0.0,0.0,0.0,0.14736842105263157,0.07368421052631578,0.0,0.0,0.0,0.07368421052631578,0.06315789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,73,0.3263157894736842,0.2631578947368421,0.3263157894736842,0.3263157894736842,0.3368421052631579,0.3368421052631579,0.3263157894736842,0.2631578947368421,0.23157894736842105,0.2631578947368421,0.2631578947368421,0.3263157894736842,0.2631578947368421,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.0,0.2631578947368421,0.28421052631578947,0.25263157894736843,0.2631578947368421,0.25263157894736843,0.25263157894736843,0.2631578947368421,0.28421052631578947,0.28421052631578947,0.28421052631578947,0.28421052631578947,0.2631578947368421,0.28421052631578947,0.28421052631578947,0.2736842105263158,0.22105263157894736,0.2631578947368421,0.25263157894736843,0.2631578947368421,0.25263157894736843,0.2736842105263158,0.22105263157894736,0.22105263157894736,0.22105263157894736,0.21052631578947367,0.2631578947368421,0.22105263157894736,0.22105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.07368421052631578,0.08421052631578947,0.10526315789473684,0.08421052631578947,0.14736842105263157,0.08421052631578947,0.06315789473684211,0.07368421052631578,0.08421052631578947,0.08421052631578947,0.10526315789473684,0.08421052631578947,0.10526315789473684,0.0,0.0,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07368421052631578,0.08421052631578947,0.0,0.0,0.0,0.14736842105263157,0.07368421052631578,0.0,0.0,0.0,0.07368421052631578,0.06315789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,74,0.2631578947368421,0.2736842105263158,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.25263157894736843,0.3263157894736842,0.2631578947368421,0.2736842105263158,0.2736842105263158,0.2736842105263158,0.2631578947368421,0.2736842105263158,0.2736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.0,0.25263157894736843,0.30526315789473685,0.25263157894736843,0.25263157894736843,0.24210526315789474,0.25263157894736843,0.2631578947368421,0.30526315789473685,0.30526315789473685,0.3157894736842105,0.30526315789473685,0.25263157894736843,0.30526315789473685,0.30526315789473685,0.21052631578947367,0.24210526315789474,0.2,0.17894736842105263,0.2,0.21052631578947367,0.2,0.24210526315789474,0.24210526315789474,0.24210526315789474,0.24210526315789474,0.21052631578947367,0.24210526315789474,0.24210526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.07368421052631578,0.08421052631578947,0.10526315789473684,0.08421052631578947,0.14736842105263157,0.08421052631578947,0.06315789473684211,0.07368421052631578,0.08421052631578947,0.08421052631578947,0.10526315789473684,0.08421052631578947,0.10526315789473684,0.0,0.0,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07368421052631578,0.08421052631578947,0.0,0.0,0.0,0.14736842105263157,0.07368421052631578,0.0,0.0,0.0,0.07368421052631578,0.06315789473684211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,75,0.3157894736842105,0.3263157894736842,0.3157894736842105,0.3263157894736842,0.3157894736842105,0.30526315789473685,0.3157894736842105,0.2631578947368421,0.2736842105263158,0.3263157894736842,0.2736842105263158,0.3157894736842105,0.2736842105263158,0.2736842105263158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.0,0.3157894736842105,0.30526315789473685,0.29473684210526313,0.30526315789473685,0.30526315789473685,0.25263157894736843,0.3157894736842105,0.29473684210526313,0.30526315789473685,0.29473684210526313,0.29473684210526313,0.3157894736842105,0.30526315789473685,0.30526315789473685,0.21052631578947367,0.22105263157894736,0.22105263157894736,0.22105263157894736,0.22105263157894736,0.21052631578947367,0.22105263157894736,0.22105263157894736,0.21052631578947367,0.22105263157894736,0.2,0.23157894736842105,0.21052631578947367,0.22105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.07368421052631578,0.08421052631578947,0.10526315789473684,0.08421052631578947,0.14736842105263157,0.08421052631578947,0.11578947368421053,0.12631578947368421,0.09473684210526316,0.11578947368421053,0.10526315789473684,0.08421052631578947,0.10526315789473684,0.0,0.0,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07368421052631578,0.08421052631578947,0.0,0.0,0.0,0.14736842105263157,0.07368421052631578,0.0,0.0,0.08421052631578947,0.07368421052631578,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,76,0.3473684210526316,0.35789473684210527,0.35789473684210527,0.3473684210526316,0.3473684210526316,0.30526315789473685,0.3473684210526316,0.2631578947368421,0.3473684210526316,0.3473684210526316,0.35789473684210527,0.3473684210526316,0.2736842105263158,0.35789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.0,0.2631578947368421,0.2736842105263158,0.25263157894736843,0.28421052631578947,0.2631578947368421,0.25263157894736843,0.2736842105263158,0.2736842105263158,0.28421052631578947,0.2736842105263158,0.2736842105263158,0.2736842105263158,0.2736842105263158,0.2736842105263158,0.3263157894736842,0.25263157894736843,0.3368421052631579,0.3263157894736842,0.3263157894736842,0.21052631578947367,0.22105263157894736,0.24210526315789474,0.25263157894736843,0.24210526315789474,0.24210526315789474,0.3368421052631579,0.24210526315789474,0.25263157894736843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.07368421052631578,0.09473684210526316,0.09473684210526316,0.10526315789473684,0.14736842105263157,0.08421052631578947,0.11578947368421053,0.11578947368421053,0.09473684210526316,0.12631578947368421,0.10526315789473684,0.08421052631578947,0.10526315789473684,0.0,0.0,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315789473684211,0.0,0.031578947368421054,0.07368421052631578,0.08421052631578947,0.0,0.0,0.0,0.14736842105263157,0.07368421052631578,0.0,0.0,0.08421052631578947,0.07368421052631578,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,77,0.3473684210526316,0.3473684210526316,0.3473684210526316,0.3473684210526316,0.3368421052631579,0.3473684210526316,0.3473684210526316,0.2631578947368421,0.3368421052631579,0.3368421052631579,0.3368421052631579,0.3473684210526316,0.3368421052631579,0.3473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.0,0.3368421052631579,0.2736842105263158,0.3368421052631579,0.3368421052631579,0.3368421052631579,0.3368421052631579,0.2736842105263158,0.2736842105263158,0.2736842105263158,0.2736842105263158,0.2736842105263158,0.3368421052631579,0.2736842105263158,0.2736842105263158,0.23157894736842105,0.22105263157894736,0.3368421052631579,0.22105263157894736,0.3263157894736842,0.21052631578947367,0.22105263157894736,0.22105263157894736,0.22105263157894736,0.22105263157894736,0.22105263157894736,0.3368421052631579,0.21052631578947367,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.11578947368421053,0.09473684210526316,0.09473684210526316,0.10526315789473684,0.14736842105263157,0.08421052631578947,0.10526315789473684,0.09473684210526316,0.10526315789473684,0.09473684210526316,0.10526315789473684,0.11578947368421053,0.10526315789473684,0.0,0.0,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315789473684211,0.0,0.031578947368421054,0.07368421052631578,0.08421052631578947,0.0,0.0,0.0,0.14736842105263157,0.07368421052631578,0.0,0.0,0.08421052631578947,0.07368421052631578,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,78,0.3894736842105263,0.35789473684210527,0.3894736842105263,0.3894736842105263,0.37894736842105264,0.3894736842105263,0.3894736842105263,0.3473684210526316,0.3368421052631579,0.35789473684210527,0.3473684210526316,0.37894736842105264,0.3368421052631579,0.3473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.0,0.30526315789473685,0.28421052631578947,0.3263157894736842,0.3263157894736842,0.3157894736842105,0.3368421052631579,0.2736842105263158,0.28421052631578947,0.29473684210526313,0.29473684210526313,0.29473684210526313,0.3263157894736842,0.28421052631578947,0.29473684210526313,0.30526315789473685,0.25263157894736843,0.3263157894736842,0.3263157894736842,0.3263157894736842,0.3263157894736842,0.30526315789473685,0.25263157894736843,0.25263157894736843,0.25263157894736843,0.25263157894736843,0.3157894736842105,0.25263157894736843,0.25263157894736843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.10526315789473684,0.09473684210526316,0.09473684210526316,0.10526315789473684,0.14736842105263157,0.08421052631578947,0.09473684210526316,0.09473684210526316,0.09473684210526316,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,0.0,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315789473684211,0.0,0.031578947368421054,0.07368421052631578,0.08421052631578947,0.0,0.0,0.0,0.14736842105263157,0.07368421052631578,0.0,0.0,0.08421052631578947,0.0,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,79,0.3368421052631579,0.3263157894736842,0.3368421052631579,0.3368421052631579,0.3368421052631579,0.3368421052631579,0.3894736842105263,0.3473684210526316,0.3263157894736842,0.3157894736842105,0.3263157894736842,0.3368421052631579,0.3263157894736842,0.3263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.0,0.3157894736842105,0.2736842105263158,0.3157894736842105,0.3157894736842105,0.30526315789473685,0.3157894736842105,0.2736842105263158,0.2631578947368421,0.29473684210526313,0.2631578947368421,0.25263157894736843,0.30526315789473685,0.25263157894736843,0.25263157894736843,0.22105263157894736,0.23157894736842105,0.22105263157894736,0.23157894736842105,0.22105263157894736,0.3263157894736842,0.22105263157894736,0.22105263157894736,0.23157894736842105,0.23157894736842105,0.23157894736842105,0.22105263157894736,0.23157894736842105,0.22105263157894736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14736842105263157,0.10526315789473684,0.1368421052631579,0.15789473684210525,0.1368421052631579,0.14736842105263157,0.12631578947368421,0.12631578947368421,0.12631578947368421,0.1368421052631579,0.10526315789473684,0.14736842105263157,0.1368421052631579,0.11578947368421053,0.0,0.0,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315789473684211,0.0,0.031578947368421054,0.07368421052631578,0.08421052631578947,0.0,0.0,0.0,0.14736842105263157,0.08421052631578947,0.0,0.08421052631578947,0.08421052631578947,0.0,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,80,0.3368421052631579,0.3263157894736842,0.3368421052631579,0.3368421052631579,0.3368421052631579,0.3368421052631579,0.3894736842105263,0.3263157894736842,0.3263157894736842,0.3263157894736842,0.3263157894736842,0.3368421052631579,0.3263157894736842,0.3263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.0,0.28421052631578947,0.35789473684210527,0.2736842105263158,0.2736842105263158,0.2736842105263158,0.3157894736842105,0.28421052631578947,0.35789473684210527,0.35789473684210527,0.3473684210526316,0.35789473684210527,0.2736842105263158,0.3473684210526316,0.35789473684210527,0.3368421052631579,0.25263157894736843,0.3368421052631579,0.3368421052631579,0.3368421052631579,0.3368421052631579,0.3368421052631579,0.25263157894736843,0.25263157894736843,0.2631578947368421,0.2631578947368421,0.3368421052631579,0.23157894736842105,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.06315789473684211,0.09473684210526316,0.11578947368421053,0.10526315789473684,0.14736842105263157,0.10526315789473684,0.05263157894736842,0.12631578947368421,0.1368421052631579,0.10526315789473684,0.10526315789473684,0.1368421052631579,0.06315789473684211,0.0,0.0,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315789473684211,0.0,0.031578947368421054,0.07368421052631578,0.0,0.0,0.0,0.0,0.14736842105263157,0.08421052631578947,0.0,0.08421052631578947,0.08421052631578947,0.0,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,81,0.3368421052631579,0.3263157894736842,0.3368421052631579,0.30526315789473685,0.3368421052631579,0.3368421052631579,0.3894736842105263,0.3263157894736842,0.3263157894736842,0.3157894736842105,0.3263157894736842,0.3368421052631579,0.3263157894736842,0.3263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.0,0.28421052631578947,0.35789473684210527,0.2736842105263158,0.2736842105263158,0.2736842105263158,0.3157894736842105,0.28421052631578947,0.35789473684210527,0.35789473684210527,0.3473684210526316,0.35789473684210527,0.2736842105263158,0.3473684210526316,0.35789473684210527,0.3157894736842105,0.25263157894736843,0.3157894736842105,0.30526315789473685,0.3157894736842105,0.3157894736842105,0.30526315789473685,0.25263157894736843,0.25263157894736843,0.2631578947368421,0.25263157894736843,0.3157894736842105,0.24210526315789474,0.25263157894736843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.09473684210526316,0.09473684210526316,0.11578947368421053,0.10526315789473684,0.14736842105263157,0.10526315789473684,0.08421052631578947,0.10526315789473684,0.11578947368421053,0.10526315789473684,0.10526315789473684,0.11578947368421053,0.11578947368421053,0.0,0.0,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06315789473684211,0.0,0.031578947368421054,0.07368421052631578,0.0,0.0,0.0,0.0,0.14736842105263157,0.08421052631578947,0.0,0.08421052631578947,0.08421052631578947,0.0,0.08421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
